Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded
S390201,O79842,C1249,Not Provided,,9.19E+11,Mumbai,Uk,West,110001,P2041,Tablet,Unknown,17.46715031,5,1428.488157,50746.42056,13-12-2023,25-05-2022,1,Pending,Unknown,V706,Mr. Lee,Bike,R666,4527.669155,632.8260178,Warehouse B,North Hub,Mr. Khan,Medium,Cash,Unknown,Unknown,Handle With Care,7142.440785,-567 days,0.139768609,46218.75141,Yes,Not Urgent,1,4
S349101,O50320,C6903,Not Provided,,9.17E+11,Unknown,Uk,West,600001,P9956,Charger,Food,1.049450654,15,4283.776423,57232.80452,05-01-2025,06-01-2020,3,Delayed,Rail,V435,Mr. Lee,Truck,R638,6233.498867,1384.774596,Hub C,North Hub,Ms. Verma,Low,Cash,No,Pending,No Remarks,64256.64635,-1826 days,0.222150453,50999.30565,Yes,Normal,1,1
S807537,O58469,C4001,Fatima Noor,,9.19E+11,Mumbai,India,East,110001,P5626,Laptop,Accessories,2.548157182,11,3887.725191,44976.48821,11-09-2021,20-05-2025,13,In Transit,Rail,V205,Ms. Sharma,Truck,R296,3152.005782,1697.171017,Warehouse A,South Hub,Unknown,Medium,Cash,Yes,Not Returned,No Remarks,42764.9771,1347 days,0.538441594,41824.48243,Yes,Not Urgent,1,4
S825599,O72136,C3900,Fatima Noor,John@Example.Com,9.18E+11,Mumbai,India,East,600001,P8585,Charger,Unknown,56.34708116,1,4323.352398,196302.5875,02-02-2022,06-05-2022,12,Cancelled,Ship,V130,Mrs. Patel,Cargo,R469,4582.846229,474.5804867,Warehouse B,Central,Mr. Khan,Low,Online,Unknown,Not Returned,Handle With Care,4323.352398,93 days,0.103555839,191719.7413,Yes,Normal,4,1
S620858,O44213,C1645,John Doe,John@Example.Com,9.2E+11,Unknown,Usa,North,600001,P9145,Charger,Furniture,77.33835455,7,911.0416179,61620.03341,11-07-2024,19-12-2023,3,In Transit,Road,V251,Unknown,Cargo,R385,4582.846229,685.8229713,Warehouse B,North Hub,Ms. Verma,Unknown,Online,Unknown,Unknown,No Remarks,6377.291325,-205 days,0.149650007,57037.18718,Yes,Na,4,2
S871905,O30474,C4519,Li Wei,Amit@Gmail.Com,9.17E+11,Chennai,Unknown,South,400001,P2208,Tablet,Electronics,54.49826027,7,3545.305279,133645.4193,15-08-2022,17-12-2020,3,Delivered,Road,V825,Mr. Rao,Cargo,R804,5625.156091,1053.600666,Warehouse B,Unknown,Unknown,Unknown,Credit,Yes,Returned,Delayed Delivery,24817.13695,-606 days,0.187301588,128020.2632,Yes,Na,2,2
S332992,O58776,C9847,Not Provided,,9.19E+11,Mumbai,Unknown,Unknown,0,P7097,Laptop,Accessories,20.36754132,10,2700.135729,33976.37038,09-06-2023,13-02-2020,3,Delivered,Air,V246,Mr. Lee,Cargo,R165,9057.001816,914.0718785,Hub C,South Hub,Ms. Verma,Unknown,Card,Yes,Returned,Delayed Delivery,27001.35729,-1212 days,0.100924334,24919.36856,Yes,Na,0,2
S134984,O41625,C7127,Li Wei,,9.16E+11,Unknown,Usa,West,600001,P1756,Charger,Food,14.37963913,8,4376.729227,34984.62944,03-06-2022,13-08-2022,0,Delayed,Unknown,V258,Mrs. Patel,Truck,R247,8641.039995,1565.312684,Warehouse B,South Hub,Mr. Patel,Low,Card,Yes,Pending,Handle With Care,35013.83382,71 days,0.181148645,26343.58944,No,Normal,0,1
S243522,O62710,C9278,Not Provided,Amit@Gmail.Com,9.17E+11,Unknown,India,North,110001,P3238,Mobile,Furniture,14.37963913,16,1206.769041,78221.03064,07-11-2024,26-11-2021,13,Unknown,Air,V555,Mrs. Patel,Cargo,R173,586.5309852,1808.283386,Hub C,South Hub,Mr. Patel,High,Credit,No,Unknown,Handle With Care,19308.30466,-1077 days,3.083014251,77634.49965,Yes,Urgent,2,3
S659122,O12491,C3604,Amit Kumar,,9.2E+11,Bangalore,Uk,Unknown,0,P3583,Laptop,Unknown,77.33835455,9,2880.640669,13794.51044,23-05-2022,28-12-2024,7,Cancelled,Road,V176,Ms. Sharma,Van,R339,2530.987075,1053.600666,Warehouse B,Unknown,Ms. Verma,Low,Debit,No,Returned,Handle With Care,25925.76602,950 days,0.41628054,11263.52337,Yes,Normal,3,1
S227014,O79231,C3063,Not Provided,,9.17E+11,Mumbai,India,Unknown,600001,P8136,Charger,Clothing,12.39962747,14,3545.305279,34984.62944,21-05-2020,25-08-2024,0,In Transit,Air,V617,Unknown,Bike,R805,9057.001816,897.1221866,Hub C,North Hub,Mr. Khan,Low,Online,No,Unknown,Delayed Delivery,49634.27391,1557 days,0.099052888,25927.62762,No,Normal,4,1
S772468,O10029,C7394,Michael Brown,Amit@Gmail.Com,9.18E+11,Unknown,Usa,North,110001,P7845,Mobile,Furniture,77.21123441,9,2365.351775,188993.6872,17-06-2025,18-09-2024,4,Delayed,Rail,V103,Unknown,Van,R838,3087.753105,1053.600666,Hub C,Central,Mr. Khan,Low,Card,Unknown,Pending,Check Packaging,21288.16598,-272 days,0.341219207,185905.9341,Yes,Normal,0,1
S490942,O43548,C1415,Fatima Noor,,9.17E+11,Mumbai,India,Unknown,600001,P6782,Tablet,Furniture,6.279319411,10,4323.352398,197255.3225,19-10-2020,28-03-2024,5,Delayed,Air,V822,Mr. Lee,Truck,R264,352.5252197,490.7450037,Warehouse A,South Hub,Mr. Khan,Medium,Card,Unknown,Returned,No Remarks,43233.52398,1256 days,1.392084811,196902.7973,Yes,Not Urgent,0,4
S432243,O61493,C7245,Fatima Noor,John@Example.Com,9.18E+11,Bangalore,Unknown,West,600001,P5020,Mobile,Unknown,20.27221031,11,795.7657041,78221.03064,19-03-2025,28-11-2024,5,In Transit,Air,V787,Ms. Sharma,Truck,R531,4344.411364,731.0664401,Hub C,Central,Mr. Patel,Medium,Online,No,Unknown,Check Packaging,8753.422745,-111 days,0.168277444,73876.61928,Yes,Not Urgent,4,4
S472450,O78525,C5749,Michael Brown,Amit@Gmail.Com,9.2E+11,Unknown,India,Unknown,0,P4317,Mobile,Unknown,33.42435347,10,2847.357221,40153.38224,21-09-2022,24-04-2023,2,Delivered,Air,V324,Mrs. Patel,Bike,R235,2231.76111,1010.986043,Warehouse A,Unknown,Unknown,Unknown,Cash,Yes,Pending,Delayed Delivery,28473.57221,215 days,0.45299922,37921.62113,Yes,Na,1,2
S511867,O45191,C7998,Jane Smith,,9.2E+11,Unknown,Uk,North,400001,P4184,Tablet,Furniture,39.17339032,3,4932.496363,171743.2289,26-08-2024,27-09-2023,4,Pending,Road,V506,Mrs. Patel,Van,R960,3152.005782,1003.303052,Warehouse A,Central,Unknown,Medium,Cash,No,Not Returned,Delayed Delivery,14797.48909,-334 days,0.318306222,168591.2231,Yes,Not Urgent,1,4
S587149,O70372,C2825,Jane Smith,,9.16E+11,Chennai,India,Unknown,560001,P1534,Mobile,Food,39.17339032,14,3191.023197,126046.9754,11-07-2024,21-04-2020,10,Delivered,Ship,V659,Mr. Rao,Bike,R231,2321.317146,1601.377333,Warehouse A,Central,Mr. Patel,Low,Online,Unknown,Unknown,Handle With Care,44674.32476,-1542 days,0.689857194,123725.6583,Yes,Normal,4,1
S180966,O15331,C3479,Not Provided,,9.18E+11,Mumbai,Usa,North,110001,P3218,Tablet,Furniture,96.97367046,14,866.0408677,155284.4995,15-06-2025,20-03-2021,1,Pending,Unknown,V984,Mr. Lee,Truck,R565,7753.704802,433.1428677,Warehouse B,North Hub,Mr. Khan,Unknown,Credit,Unknown,Unknown,Handle With Care,12124.57215,-1548 days,0.055862698,147530.7947,Yes,Na,2,2
S617310,O30162,C5739,John Doe,John@Example.Com,9.18E+11,Mumbai,Uk,South,400001,P1593,Tablet,Clothing,49.63266184,16,4283.776423,72713.96428,23-01-2025,27-11-2021,0,Pending,Road,V671,Mr. Rao,Cargo,R936,5513.375185,433.1428677,Warehouse A,Central,Ms. Verma,High,Credit,Unknown,Pending,Handle With Care,68540.42277,-1153 days,0.078562197,67200.5891,No,Urgent,2,3
S980031,O78525,C3193,Jane Smith,Amit@Gmail.Com,9.18E+11,Mumbai,Usa,West,600001,P5645,Headphones,Unknown,89.53532137,14,440.3027013,1631.407291,23-02-2021,26-03-2025,13,Unknown,Road,V125,Mr. Rao,Cargo,R513,5719.099567,1097.124418,Warehouse B,Unknown,Mr. Patel,Unknown,Cash,Yes,Not Returned,Check Packaging,6164.237818,1492 days,0.191835167,-4087.692276,Yes,Na,1,2
S898412,O66265,C9567,John Doe,John@Example.Com,9.17E+11,Bangalore,Uk,East,400001,P1523,Unknown,Electronics,68.58118614,1,547.4490582,147017.1363,13-08-2022,15-08-2021,-1,In Transit,Ship,V575,Mr. Lee,Cargo,R651,8217.077304,643.2002564,Unknown,South Hub,Mr. Patel,Medium,Cash,No,Returned,No Remarks,547.4490582,-363 days,0.078276038,138800.059,No,Not Urgent,1,4
S810615,O33578,C4131,Jane Smith,,9.17E+11,Mumbai,Uk,North,400001,P6648,Tablet,Unknown,37.76674183,6,676.4538978,50746.42056,07-09-2021,30-05-2022,10,Cancelled,Ship,V886,Mr. Rao,Truck,R237,9895.221282,474.5804867,Hub C,South Hub,Ms. Verma,High,Cash,Yes,Unknown,Handle With Care,4058.723387,265 days,0.047960573,40851.19928,Yes,Urgent,1,3
S613577,O82071,C3036,Amit Kumar,Amit@Gmail.Com,9.19E+11,Chennai,Usa,North,110001,P6794,Unknown,Food,92.22648638,16,2835.837899,92774.50403,28-03-2020,30-09-2023,4,Delayed,Rail,V635,Mrs. Patel,Truck,R825,1084.968401,1858.374053,Warehouse A,Central,Unknown,Medium,Upi,No,Not Returned,Handle With Care,45373.40638,1281 days,1.712837029,91689.53563,Yes,Not Urgent,5,4
S333835,O20073,C7760,Jane Smith,Amit@Gmail.Com,9.17E+11,Unknown,Usa,North,0,P6030,Charger,Accessories,36.95300341,13,3316.075935,148375.786,02-08-2021,24-12-2023,2,Delayed,Ship,V954,Ms. Sharma,Cargo,R479,4582.846229,1861.959901,Hub C,North Hub,Ms. Verma,Low,Upi,No,Returned,Delayed Delivery,43108.98715,874 days,0.406288976,143792.9398,Yes,Normal,5,1
S975980,O27809,C2125,Li Wei,Amit@Gmail.Com,9.18E+11,Unknown,Uk,East,600001,P5901,Headphones,Accessories,36.95300341,13,2501.315204,31450.40809,19-03-2023,20-05-2021,14,Unknown,Air,V921,Ms. Sharma,Cargo,R136,9983.976999,558.3356878,Hub C,North Hub,Unknown,High,Cash,No,Returned,Check Packaging,32517.09765,-668 days,0.055923174,21466.43109,Yes,Urgent,1,3
S277057,O26732,C4264,John Doe,,9.16E+11,Bangalore,Usa,West,110001,P4490,Headphones,Furniture,73.03621322,12,1428.488157,147443.1632,07-07-2025,19-07-2025,3,Delivered,Road,V595,Unknown,Cargo,R913,1084.968401,1000.220882,Warehouse B,Unknown,Unknown,High,Cash,Unknown,Unknown,Handle With Care,17141.85788,12 days,0.921889413,146358.1948,Yes,Urgent,1,3
S524951,O88758,C4351,John Doe,,9.18E+11,Chennai,Unknown,Unknown,400001,P4230,Tablet,Furniture,7.917789046,7,3608.377161,92774.50403,14-12-2020,27-08-2024,3,Cancelled,Rail,V127,Unknown,Truck,R822,8217.077304,1756.926761,Unknown,Unknown,Mr. Patel,High,Upi,No,Unknown,No Remarks,25258.64013,1352 days,0.213814072,84557.42673,Yes,Urgent,5,3
S266644,O42036,C6282,John Doe,John@Example.Com,9.19E+11,Mumbai,India,South,0,P2585,Laptop,Unknown,60.06651918,15,3897.800553,18874.57945,11-01-2020,26-07-2023,8,Delivered,Unknown,V187,Mr. Rao,Bike,R385,1209.503401,579.551768,Unknown,South Hub,Mr. Patel,Unknown,Debit,Yes,Not Returned,Handle With Care,58467.0083,1292 days,0.479165059,17665.07605,Yes,Na,3,2
S205773,O93336,C5643,John Doe,,9.16E+11,Chennai,Usa,South,110001,P2038,Headphones,Unknown,7.867442848,7,866.0408677,190358.3469,11-08-2024,22-02-2024,2,Unknown,Air,V624,Mr. Rao,Bike,R555,8170.959501,1335.386338,Warehouse A,South Hub,Ms. Verma,Unknown,Debit,Yes,Pending,Check Packaging,6062.286074,-171 days,0.163430787,182187.3874,Yes,Na,3,2
S647771,O78980,C4369,Amit Kumar,,9.2E+11,Unknown,Uk,South,110001,P7597,Unknown,Clothing,16.02385472,13,4932.496363,196124.1791,04-02-2020,10-03-2020,4,Delayed,Unknown,V403,Unknown,Van,R300,5630.916919,1463.66029,Hub C,Unknown,Ms. Verma,Low,Online,No,Returned,No Remarks,64122.45272,35 days,0.259932851,190493.2622,Yes,Normal,4,1
S936718,O31541,C5745,Jane Smith,John@Example.Com,9.16E+11,Mumbai,Unknown,East,400001,P2202,Headphones,Unknown,54.49826027,17,352.5582329,179436.9465,06-07-2025,22-06-2021,1,Pending,Unknown,V749,Mr. Lee,Cargo,R222,5468.341619,65.59446973,Warehouse A,South Hub,Unknown,Unknown,Debit,No,Returned,No Remarks,5993.489959,-1475 days,0.011995313,173968.6049,Yes,Na,3,2
S666969,O68012,C8128,Li Wei,Amit@Gmail.Com,9.18E+11,Unknown,Uk,Unknown,0,P8765,Tablet,Food,73.09581474,8,838.5720371,131061.7818,14-02-2022,21-02-2024,4,Delayed,Unknown,V946,Mr. Lee,Cargo,R293,2892.410615,168.3664584,Warehouse B,North Hub,Ms. Verma,Low,Credit,Yes,Not Returned,Handle With Care,6708.576297,737 days,0.058209736,128169.3712,Yes,Normal,2,1
S695431,O48939,C5667,Michael Brown,,9.17E+11,Mumbai,Unknown,South,0,P7269,Headphones,Furniture,77.2413995,6,394.1316243,72897.15579,05-10-2024,17-06-2025,1,Delivered,Rail,V113,Mrs. Patel,Cargo,R513,4839.54642,1248.440028,Warehouse B,Unknown,Mr. Khan,Unknown,Credit,Yes,Returned,No Remarks,2364.789746,255 days,0.25796633,68057.60937,Yes,Na,2,2
S725597,O68987,C7262,John Doe,John@Example.Com,9.16E+11,Delhi,Uk,East,110001,P9721,Tablet,Unknown,6.972633502,7,2935.617099,169264.5848,07-09-2024,11-05-2021,12,Unknown,Road,V426,Mr. Lee,Van,R188,1092.005095,860.6044895,Unknown,North Hub,Mr. Patel,High,Card,No,Pending,Check Packaging,20549.31969,-1215 days,0.788095672,168172.5797,Yes,Urgent,0,3
S544189,O93328,C5752,Not Provided,,9.19E+11,Delhi,Usa,West,110001,P8811,Laptop,Accessories,90.97738001,4,3545.305279,128829.1231,07-03-2022,28-10-2022,10,Delivered,Ship,V932,Mr. Lee,Cargo,R626,7342.820681,860.6044895,Hub C,North Hub,Ms. Verma,Unknown,Online,Unknown,Not Returned,Handle With Care,14181.22112,235 days,0.117203528,121486.3024,Yes,Na,4,2
S809590,O56215,C8770,Michael Brown,,9.16E+11,Bangalore,Unknown,West,560001,P9147,Laptop,Furniture,20.36754132,10,4624.872973,105894.7435,03-07-2022,31-08-2020,11,In Transit,Unknown,V515,Mr. Lee,Van,R642,3732.107672,1939.508704,Unknown,Unknown,Unknown,Low,Unknown,No,Not Returned,No Remarks,46248.72973,-671 days,0.519681873,102162.6358,Yes,Normal,6,1
S467966,O87908,C4863,John Doe,,9.19E+11,Unknown,Unknown,North,0,P5646,Tablet,Furniture,77.33835455,7,3316.075935,56302.18553,21-07-2020,26-04-2024,14,Delayed,Road,V429,Mr. Lee,Truck,R308,9768.548903,1961.602136,Warehouse A,North Hub,Mr. Patel,High,Unknown,No,Returned,Check Packaging,23212.53154,1375 days,0.200807935,46533.63663,Yes,Urgent,6,3
S639333,O18272,C9155,Not Provided,,9.19E+11,Mumbai,India,West,560001,P2857,Unknown,Food,54.89767279,13,4232.453208,3103.03258,09-09-2024,16-10-2023,11,Pending,Air,V962,Ms. Sharma,Van,R904,880.2333472,1097.124418,Hub C,South Hub,Mr. Patel,Low,Credit,Yes,Returned,Delayed Delivery,55021.8917,-329 days,1.246401788,2222.799233,Yes,Normal,2,1
S776998,O23041,C1579,Li Wei,Amit@Gmail.Com,9.18E+11,Delhi,Uk,West,560001,P8631,Laptop,Unknown,35.99695601,4,2814.938437,149908.9591,18-12-2021,23-03-2022,1,Cancelled,Unknown,V297,Unknown,Cargo,R490,7753.704802,1010.986043,Hub C,Unknown,Ms. Verma,High,Unknown,Yes,Pending,No Remarks,11259.75375,95 days,0.130387482,142155.2543,Yes,Urgent,6,3
S330152,O16050,C4087,Amit Kumar,,9.16E+11,Mumbai,Uk,South,400001,P8314,Tablet,Accessories,97.00603029,7,2899.960714,147017.1363,12-09-2024,23-09-2025,3,Unknown,Ship,V935,Mr. Rao,Cargo,R744,5941.073293,1456.701958,Unknown,Unknown,Ms. Verma,High,Card,Yes,Pending,Delayed Delivery,20299.725,376 days,0.245191716,141076.063,Yes,Urgent,0,3
S992158,O99868,C8280,Fatima Noor,,9.2E+11,Mumbai,Usa,West,400001,P7786,Charger,Food,52.51191652,12,3437.707852,62335.44104,24-11-2023,26-03-2024,12,Delayed,Ship,V374,Unknown,Cargo,R745,8565.430964,731.0664401,Hub C,Central,Unknown,Medium,Upi,Yes,Pending,No Remarks,41252.49422,123 days,0.085350806,53770.01008,Yes,Not Urgent,5,4
S216477,O68341,C4821,Not Provided,John@Example.Com,9.19E+11,Chennai,Uk,Unknown,0,P3925,Headphones,Unknown,3.921657851,19,2365.351775,51317.76474,11-07-2021,31-01-2025,10,Delayed,Road,V884,Mr. Rao,Van,R604,666.2038035,796.7421056,Warehouse A,Central,Mr. Patel,High,Debit,No,Pending,Handle With Care,44941.68373,1300 days,1.195943496,50651.56094,Yes,Urgent,3,3
S479387,O64047,C2830,Fatima Noor,Amit@Gmail.Com,9.19E+11,Chennai,Unknown,East,110001,P1947,Headphones,Clothing,18.74874873,15,3608.377161,128829.1231,21-07-2020,30-07-2025,2,Delivered,Unknown,V804,Mrs. Patel,Bike,R555,9138.029149,573.765768,Unknown,South Hub,Mr. Khan,Unknown,Credit,Yes,Unknown,No Remarks,54125.65742,1835 days,0.062788787,119691.094,Yes,Na,2,2
S678439,O65170,C1484,Michael Brown,John@Example.Com,9.18E+11,Chennai,Unknown,South,0,P6684,Laptop,Electronics,39.17339032,10,286.031564,61620.03341,08-12-2023,17-05-2021,10,Delivered,Rail,V253,Mrs. Patel,Cargo,R822,8481.274237,1843.161592,Hub C,North Hub,Ms. Verma,Unknown,Unknown,Unknown,Returned,Check Packaging,2860.31564,-935 days,0.217321306,53138.75917,Yes,Na,6,2
S515839,O85131,C2484,Not Provided,,9.2E+11,Bangalore,Usa,North,110001,P1166,Mobile,Furniture,36.95300341,1,2847.357221,47175.32971,07-09-2024,15-10-2024,11,Pending,Air,V215,Mrs. Patel,Truck,R904,8408.905679,772.2360719,Warehouse A,South Hub,Unknown,Medium,Online,Unknown,Not Returned,No Remarks,2847.357221,38 days,0.091835502,38766.42403,Yes,Not Urgent,4,4
S871580,O96925,C2661,Not Provided,Amit@Gmail.Com,9.19E+11,Unknown,Unknown,North,0,P8683,Unknown,Unknown,78.62500816,8,4140.753898,33111.50561,24-12-2021,31-07-2021,8,Delayed,Unknown,V362,Ms. Sharma,Truck,R141,7464.945846,1000.220882,Warehouse A,Unknown,Unknown,Unknown,Upi,Unknown,Not Returned,No Remarks,33126.03118,-146 days,0.133989034,25646.55976,Yes,Na,5,2
S633885,O91310,C6263,John Doe,Amit@Gmail.Com,9.18E+11,Chennai,Unknown,Unknown,560001,P1843,Tablet,Clothing,6.972633502,5,547.4490582,183271.3434,10-04-2022,12-01-2022,2,Delivered,Rail,V211,Mr. Lee,Cargo,R602,8565.430964,1229.741794,Hub C,North Hub,Mr. Khan,High,Cash,No,Pending,Check Packaging,2737.245291,-88 days,0.143570335,174705.9124,Yes,Urgent,1,3
S130584,O27463,C6770,Not Provided,John@Example.Com,9.17E+11,Unknown,Usa,North,0,P7625,Mobile,Unknown,83.32804276,8,1400.472211,171743.2289,03-10-2023,13-10-2022,-1,Cancelled,Ship,V147,Mr. Lee,Cargo,R882,7402.625863,1314.811892,Warehouse A,Central,Ms. Verma,Medium,Unknown,Yes,Unknown,Check Packaging,11203.77769,-355 days,0.177614257,164340.603,No,Not Urgent,6,4
S571926,O46459,C5035,Fatima Noor,John@Example.Com,9.17E+11,Delhi,India,North,400001,P6479,Mobile,Accessories,52.51191652,9,3316.075935,192457.5095,19-10-2021,25-01-2024,11,Cancelled,Road,V222,Mr. Rao,Truck,R379,3732.107672,579.551768,Warehouse A,Central,Ms. Verma,Low,Debit,Unknown,Unknown,Check Packaging,29844.68342,828 days,0.155288062,188725.4018,Yes,Normal,3,1
S591785,O99105,C1418,Fatima Noor,,9.19E+11,Unknown,India,North,0,P5826,Unknown,Furniture,49.77010256,17,3587.724083,52705.98888,12-09-2025,27-02-2023,5,Delivered,Air,V952,Ms. Sharma,Bike,R958,8408.905679,142.643247,Warehouse B,South Hub,Unknown,Unknown,Upi,No,Unknown,Delayed Delivery,60991.30941,-928 days,0.016963354,44297.0832,Yes,Na,5,2
S427001,O31889,C2647,John Doe,John@Example.Com,9.19E+11,Chennai,India,West,110001,P9774,Mobile,Unknown,6.824055853,7,1470.172567,14882.3431,06-04-2024,28-08-2022,14,Unknown,Ship,V784,Unknown,Cargo,R468,3598.151842,1000.220882,Warehouse A,South Hub,Mr. Patel,Unknown,Debit,No,Not Returned,Delayed Delivery,10291.20797,-587 days,0.277981843,11284.19126,Yes,Na,3,2
S265988,O85434,C7307,Michael Brown,,9.16E+11,Mumbai,Uk,East,600001,P2786,Unknown,Unknown,5.000115247,11,843.7059873,181861.2156,13-09-2024,22-07-2020,0,Delayed,Air,V490,Ms. Sharma,Bike,R249,1092.005095,1070.479319,Hub C,North Hub,Ms. Verma,High,Debit,No,Returned,Handle With Care,9280.76586,-1514 days,0.980287843,180769.2105,No,Urgent,3,3
S429323,O27522,C4022,Fatima Noor,Amit@Gmail.Com,9.19E+11,Mumbai,Uk,East,110001,P7509,Tablet,Furniture,43.47852935,17,4318.381124,18874.57945,18-05-2023,19-12-2023,9,Delayed,Unknown,V787,Unknown,Truck,R767,3598.151842,465.7087814,Hub C,North Hub,Unknown,Unknown,Unknown,Yes,Returned,Check Packaging,73412.47911,215 days,0.129429997,15276.42761,Yes,Na,6,2
S186753,O38359,C3575,Fatima Noor,Amit@Gmail.Com,9.18E+11,Bangalore,Unknown,South,560001,P5045,Laptop,Furniture,6.972633502,19,838.5720371,78221.03064,06-03-2025,20-06-2023,8,Delayed,Unknown,V363,Mr. Rao,Cargo,R673,2231.76111,642.5127505,Hub C,North Hub,Ms. Verma,Unknown,Upi,Yes,Not Returned,Check Packaging,15932.8687,-625 days,0.287894949,75989.26953,Yes,Na,5,2
S800684,O20629,C5660,Jane Smith,Amit@Gmail.Com,9.16E+11,Mumbai,India,East,0,P9469,Headphones,Unknown,11.23519699,7,2365.351775,78221.03064,01-08-2022,06-08-2020,11,Cancelled,Rail,V618,Unknown,Cargo,R286,1614.638382,107.6348064,Unknown,South Hub,Mr. Khan,High,Debit,Yes,Pending,No Remarks,16557.46243,-725 days,0.066661865,76606.39226,Yes,Urgent,3,3
S238593,O98752,C4865,Fatima Noor,,9.17E+11,Mumbai,Usa,North,0,P9209,Unknown,Accessories,96.58038729,11,866.0408677,72713.96428,17-07-2023,28-12-2021,10,Unknown,Rail,V271,Ms. Sharma,Cargo,R219,9984.617643,796.3351565,Warehouse A,North Hub,Mr. Patel,High,Debit,No,Pending,Delayed Delivery,9526.449545,-566 days,0.079756199,62729.34664,Yes,Urgent,3,3
S949126,O65336,C6176,Fatima Noor,,9.2E+11,Mumbai,Unknown,East,0,P1742,Unknown,Electronics,30.77210317,9,3016.493332,7967.942201,11-02-2020,30-01-2024,1,Delayed,Unknown,V167,Mrs. Patel,Van,R771,8217.077304,1142.281819,Warehouse B,North Hub,Mr. Khan,Medium,Upi,No,Returned,Delayed Delivery,27148.43999,1449 days,0.139013152,-249.135103,Yes,Not Urgent,5,4
S200439,O99310,C1568,Fatima Noor,John@Example.Com,9.19E+11,Bangalore,Unknown,South,110001,P6702,Tablet,Unknown,59.4452496,10,1984.835453,129249.4448,17-11-2024,30-06-2021,3,Delayed,Air,V597,Ms. Sharma,Bike,R260,5719.099567,1384.774596,Warehouse A,South Hub,Ms. Verma,Unknown,Unknown,Yes,Unknown,No Remarks,19848.35453,-1236 days,0.242131577,123530.3452,Yes,Na,6,2
S243758,O15993,C9422,Fatima Noor,,9.18E+11,Unknown,India,East,560001,P9813,Tablet,Food,37.76674183,7,795.7657041,155284.4995,07-01-2023,09-09-2020,7,Pending,Unknown,V999,Mr. Rao,Cargo,R868,4774.582444,731.0664401,Warehouse B,South Hub,Ms. Verma,Medium,Cash,Unknown,Returned,Handle With Care,5570.359929,-850 days,0.153116309,150509.9171,Yes,Not Urgent,1,4
S721085,O96416,C7344,Michael Brown,John@Example.Com,9.2E+11,Bangalore,India,North,560001,P1063,Charger,Unknown,36.16733999,13,4624.872973,183271.3434,01-02-2024,27-06-2020,13,Delivered,Rail,V131,Mr. Rao,Cargo,R272,2556.841848,1335.386338,Unknown,South Hub,Ms. Verma,Unknown,Upi,No,Pending,Handle With Care,60123.34865,-1314 days,0.5222796,180714.5016,Yes,Na,5,2
S403905,O21050,C9388,John Doe,,9.2E+11,Chennai,Unknown,Unknown,560001,P5109,Mobile,Electronics,95.09607349,3,1644.05942,131061.7818,01-06-2023,22-06-2020,0,Unknown,Ship,V218,Ms. Sharma,Van,R436,7342.820681,1035.52612,Unknown,North Hub,Unknown,High,Unknown,Unknown,Not Returned,Delayed Delivery,4932.17826,-1074 days,0.141025658,123718.9611,No,Urgent,6,3
S853800,O42324,C2889,Not Provided,Amit@Gmail.Com,9.17E+11,Mumbai,India,North,0,P8896,Laptop,Unknown,30.77210317,13,4221.339974,47175.32971,19-01-2021,19-03-2021,0,Pending,Ship,V127,Unknown,Van,R999,8217.077304,1335.386338,Unknown,Unknown,Unknown,Medium,Cash,Unknown,Unknown,Handle With Care,54877.41966,59 days,0.162513542,38958.25241,No,Not Urgent,1,4
S697122,O59793,C7434,Li Wei,,9.2E+11,Mumbai,Uk,North,110001,P6140,Laptop,Electronics,60.06651918,8,3619.965369,50746.42056,03-07-2024,04-03-2023,3,Unknown,Unknown,V637,Ms. Sharma,Truck,R545,5513.375185,494.6481899,Unknown,Central,Mr. Khan,High,Upi,Yes,Unknown,No Remarks,28959.72295,-487 days,0.089717854,45233.04538,Yes,Urgent,5,3
S284711,O23313,C8232,John Doe,John@Example.Com,9.17E+11,Mumbai,India,West,600001,P7085,Headphones,Unknown,28.45298371,5,3316.075935,13794.51044,22-02-2022,23-01-2023,13,Pending,Unknown,V706,Mr. Lee,Van,R709,1108.012233,804.0189189,Warehouse A,Central,Unknown,Low,Cash,Unknown,Returned,Check Packaging,16580.37968,335 days,0.725640832,12686.49821,Yes,Normal,1,1
